State,Industrial Code,No. of Persons Engaged (no.),Workers,Directly Employed,Men,Women,Employed Through Contractors,Employees Other Than Workers,Supervisory and Managerial,Other Employees,Unpaid family members/proprietor etc,Total Mandays Employed (in '000),Wages and Salaries Including,Wages and Salary Including Bonus,Wages and Salary,workers,Supervisory & Managerial,Other Employees,Bonus to All Staff,Employers' Contribution,
Dadra & N Haveli & Daman & Diu,162,604,541,111,103,8,430,60,22,38,3,186,1265,1205,1154,742,317,95,50,60,
Dadra & N Haveli & Daman & Diu,170,6943,5671,4285,3894,391,1387,1263,674,589,10,2226,25560,23523,22444,10920,9505,2019,1079,2037,
Dadra & N Haveli & Daman & Diu,181,253,182,144,135,9,38,71,29,42,0,76,669,617,598,289,185,124,19,52,
Dadra & N Haveli & Daman & Diu,192,1928,1415,378,365,13,1037,504,229,275,9,631,10346,8924,8143,3210,3882,1051,781,1422,
Dadra & N Haveli & Daman & Diu,201,7100,5494,1898,1895,3,3596,1606,849,757,0,2240,32452,30529,29560,10650,15045,3865,968,1923,
Dadra & N Haveli & Daman & Diu,202,10272,7528,3086,2435,651,4442,2734,1246,1488,10,3165,51266,47028,45267,16986,22185,6096,1761,4238,
Dadra & N Haveli & Daman & Diu,203,37229,32979,12305,11872,433,20674,4250,2681,1569,0,13240,107240,101592,97715,66025,24509,7181,3876,5648,
Dadra & N Haveli & Daman & Diu,210,16440,10440,4088,3763,325,6353,5994,2293,3701,6,5430,68125,62004,59340,19264,27760,12316,2664,6121,
Dadra & N Haveli & Daman & Diu,221,1552,1285,562,458,104,724,267,142,125,0,497,5092,4648,4498,2270,1916,312,150,444,
Dadra & N Haveli & Daman & Diu,222,69523,57980,35657,29005,6652,22323,11410,6118,5292,133,21768,189164,176378,169939,93038,59052,17849,6438,12786,
Dadra & N Haveli & Daman & Diu,231,1218,939,701,595,106,238,279,184,95,0,397,3523,3332,3297,1333,1612,352,34,191,
Dadra & N Haveli & Daman & Diu,239,2386,1614,671,633,38,943,756,420,336,15,798,7426,6704,6443,2734,2928,781,261,722,
Dadra & N Haveli & Daman & Diu,241,2285,1768,1058,1058,0,710,518,303,215,0,715,6333,5942,5651,3032,2049,570,291,391,
Dadra & N Haveli & Daman & Diu,242,7722,6045,3133,2713,420,2912,1677,688,989,0,2576,27074,25007,23621,10985,6895,5741,1386,2067,
Dadra & N Haveli & Daman & Diu,243,1380,1171,1137,1128,9,34,210,102,108,0,426,3830,3575,3426,2214,887,325,150,255,
Dadra & N Haveli & Daman & Diu,251,2120,1808,846,780,66,962,312,186,126,0,660,6104,5711,5586,3322,1895,369,125,393,
Dadra & N Haveli & Daman & Diu,259,1762,1432,1328,1188,140,104,330,221,109,0,527,4559,4201,4036,2185,1619,232,165,358,
Dadra & N Haveli & Daman & Diu,261,278,222,219,96,123,3,56,20,36,0,87,892,814,783,314,381,88,32,78,
Dadra & N Haveli & Daman & Diu,262,1490,619,94,89,5,525,866,285,581,5,441,14215,12505,12503,829,8117,3557,2,1710,
Dadra & N Haveli & Daman & Diu,263,2744,2451,404,233,171,2047,293,63,230,0,855,5818,5621,5405,3930,927,548,215,197,
Dadra & N Haveli & Daman & Diu,265,252,189,78,61,17,111,63,39,24,0,83,1501,1305,1243,330,824,89,62,196,
Dadra & N Haveli & Daman & Diu,271,3595,3010,1239,1203,36,1771,586,206,380,0,1122,12955,10910,10621,5431,3401,1789,289,2045,
Dadra & N Haveli & Daman & Diu,273,13716,11025,4862,4121,741,6164,2692,1410,1282,0,4488,62829,57283,55230,21178,28074,5978,2054,5546,
Dadra & N Haveli & Daman & Diu,274,4196,3734,1620,1011,609,2114,462,149,313,0,1310,8249,7310,7202,5273,1368,561,108,939,
Dadra & N Haveli & Daman & Diu,275,798,702,481,315,166,221,96,43,53,0,264,1812,1701,1657,984,567,106,43,111,
Dadra & N Haveli & Daman & Diu,279,7,6,6,6,0,0,1,1,0,0,2,29,27,27,17,10,0,1,2,
Dadra & N Haveli & Daman & Diu,281,24137,2338,1065,1005,60,1273,21796,21522,274,4,879,10715,9710,9471,3971,3193,2307,238,1005,
Dadra & N Haveli & Daman & Diu,282,1689,1321,422,422,0,899,368,268,100,0,538,7346,6786,6598,2551,3702,345,187,560,
Dadra & N Haveli & Daman & Diu,293,1387,1207,200,191,9,1007,180,143,37,0,435,3787,3368,3314,2162,1063,89,54,419,
Dadra & N Haveli & Daman & Diu,310,763,562,506,489,17,56,201,81,120,0,239,3520,3169,3074,996,1568,510,95,351,
Dadra & N Haveli & Daman & Diu,325,648,482,121,94,27,361,167,84,83,0,201,2579,2466,2380,646,1472,262,87,113,
Dadra & N Haveli & Daman & Diu,329,7661,6713,5217,1979,3238,1497,948,409,539,0,2441,17737,16568,15831,9377,3989,2465,736,1169,
Dadra & N Haveli & Daman & Diu,Other,256,210,0,0,0,210,46,22,24,0,79,578,550,549,260,224,65,2,28,
Delhi,All,93502,63362,54851,51520,3331,8512,29520,9500,20020,620,26536,350438,319291,307272,132928,102047,72297,12019,31147,
Delhi,101,245,214,38,38,0,176,30,13,17,1,69,728,716,713,359,282,72,2,12,
Delhi,103,942,739,200,177,23,539,203,154,49,0,285,8131,6943,6336,2692,3172,472,607,1188,
Delhi,105,659,399,247,247,0,152,260,125,135,0,202,8167,6732,6668,2443,1790,2435,65,1435,
Delhi,106,1849,1111,1071,1063,8,40,726,212,514,12,558,7497,6975,6766,2642,2271,1853,209,522,
Delhi,107,7071,4601,4318,3905,413,283,2469,771,1698,1,2110,30441,27195,26064,11583,8537,5944,1131,3246,
Delhi,120,1016,669,471,467,4,198,346,128,218,1,282,2840,2632,2568,1156,848,564,64,208,
Delhi,131,1667,1141,964,840,124,177,518,168,350,8,454,6753,6293,5900,2178,2298,1424,394,460,
Delhi,139,1188,859,766,691,75,94,311,130,181,18,323,3951,3652,3511,1555,1284,672,140,299,
Delhi,141,14894,10452,8409,7729,680,2044,4373,1239,3134,69,4222,47020,43612,41869,19766,12791,9312,1743,3408,
Delhi,143,56,42,42,42,0,0,12,6,6,2,15,112,102,101,68,19,14,1,10,
Delhi,151,762,600,554,376,178,46,161,56,105,1,217,2311,2168,2132,1168,680,284,37,143,
Delhi,152,4207,2775,2168,2093,75,607,1409,497,912,23,1172,17098,15622,15051,5439,6169,3443,571,1476,
Delhi,162,128,85,72,62,10,13,43,17,26,0,37,397,367,357,143,144,70,10,30,
Delhi,170,1188,890,890,890,0,0,277,163,114,21,333,3192,2866,2701,1606,740,355,164,326,
Delhi,181,3586,2395,2395,2322,73,0,1139,465,674,53,1014,13849,12548,12047,4786,4852,2409,502,1301,
Delhi,201,419,300,294,287,7,6,112,38,74,8,114,1769,1658,1629,494,844,291,28,111,
Delhi,202,1421,1088,956,902,54,132,329,128,201,5,397,5390,4961,4827,1982,1853,992,132,429,
Delhi,210,2044,1097,1097,905,192,0,943,269,674,5,585,9567,8767,8597,2291,4078,2228,170,800,
Delhi,221,136,99,99,99,0,0,33,8,25,4,36,363,305,293,177,47,69,13,58,
Delhi,222,3169,2449,2448,2347,101,0,651,323,328,69,876,8533,7748,7495,4103,2459,933,253,785,
Delhi,231,288,206,206,183,23,0,81,46,35,1,76,1412,1301,1245,348,755,142,56,111,
Delhi,239,494,366,125,121,4,241,127,49,78,1,144,2133,1889,1833,686,896,251,55,244,
Delhi,241,205,121,121,121,0,0,53,37,16,32,47,691,623,602,218,344,40,22,68,
Delhi,242,258,206,206,206,0,0,47,37,10,6,66,491,438,415,364,34,17,24,53,
Delhi,243,225,148,148,148,0,0,71,20,51,6,59,488,443,417,234,91,92,26,45,
Delhi,251,567,461,461,461,0,0,93,32,61,14,153,1755,1565,1479,869,350,260,86,190,
Delhi,259,4231,3233,3115,2907,208,118,903,383,520,94,1143,12302,11365,11006,5558,3654,1794,359,937,
Delhi,261,576,369,369,344,25,0,199,121,78,8,153,2109,1915,1889,659,930,300,26,194,
Delhi,262,113,87,49,49,0,38,26,7,19,0,35,410,368,354,212,92,50,15,42,
Delhi,263,237,184,184,121,63,0,51,25,26,2,69,521,461,436,322,58,56,25,60,
Delhi,264,831,424,338,327,11,86,400,142,258,8,234,4558,4161,3973,1237,1991,745,188,397,
Delhi,265,1383,444,415,388,27,29,936,129,807,3,400,9836,9012,8886,978,2445,5463,126,824,
Delhi,271,2533,1349,1349,1278,71,0,1172,234,938,12,699,9466,8809,8508,3060,2040,3408,301,657,
Delhi,272,14,12,12,12,0,0,1,0,1,1,3,17,16,15,14,0,1,1,1,
Delhi,273,774,576,482,479,3,95,190,68,122,9,208,2383,2126,2045,1086,564,395,81,257,
Delhi,274,810,571,571,483,88,0,240,86,154,0,229,2596,2350,2232,992,693,547,119,246,
Delhi,275,924,795,395,227,168,400,122,15,107,8,267,2916,2731,2642,1537,698,407,89,185,
Delhi,279,250,179,179,179,0,0,66,32,34,5,67,839,774,726,353,255,118,47,65,
Delhi,281,3052,2054,1734,1685,49,320,990,339,651,8,865,12441,11372,10876,4313,3973,2590,497,1069,
Delhi,282,2446,1810,1810,1774,36,0,600,208,392,36,657,8489,7746,7417,3443,2351,1623,330,743,
Delhi,292,145,105,105,105,0,0,39,9,30,1,39,501,458,446,181,215,50,11,43,
Delhi,293,2090,1723,1515,1370,145,209,349,136,213,18,600,5754,4775,4523,3192,709,622,252,979,
Delhi,302,48,33,33,33,0,0,15,9,6,0,13,184,166,160,58,46,56,6,18,
Delhi,309,277,233,172,120,52,61,35,16,19,9,71,626,555,535,387,119,29,20,71,
Delhi,310,323,204,191,186,5,13,111,25,86,9,87,958,877,851,353,198,300,26,81,
Delhi,321,284,189,171,170,1,18,96,44,52,0,81,1377,1253,1171,439,575,157,82,124,
Delhi,324,60,32,29,20,9,3,27,13,14,1,18,171,155,150,48,64,38,4,16,
Delhi,325,2315,1726,1265,1060,205,461,574,173,401,15,629,9396,8954,8696,3730,3095,1871,258,442,
Delhi,329,461,287,287,243,44,0,165,60,105,9,124,1466,1341,1279,535,426,318,63,125,
Delhi,331,3708,1961,1713,1696,17,248,1747,526,1221,0,1135,18261,16571,16217,5377,6739,4101,354,1690,
Delhi,581,68,57,54,54,0,3,11,8,3,0,19,409,347,333,194,128,11,13,62,
Delhi,Other,16868,11216,9553,9492,61,1663,5647,1566,4081,6,4847,57374,52512,50293,25322,12364,12607,2221,4862,
Goa,All,86182,61839,23695,20222,3473,38144,24306,4798,19508,37,26869,452361,399350,385420,154251,119434,111735,13929,53011,
Goa,101,160,94,93,55,38,1,66,22,44,0,48,867,708,706,264,190,252,3,159,
Goa,102,897,667,259,157,102,408,230,52,178,0,285,3419,2724,2649,1463,691,495,75,695,
Goa,104,99,77,44,41,3,33,22,10,12,0,30,336,317,309,185,80,44,7,19,
Goa,105,317,235,147,146,1,88,82,15,67,0,104,1907,1710,1695,734,303,658,16,197,
Goa,106,64,47,47,29,18,0,17,6,11,0,19,203,176,163,73,53,37,13,27,
Goa,107,3751,3132,1382,1030,352,1750,619,192,427,0,1271,23408,19520,18926,9118,7321,2487,595,3888,
Goa,110,2050,1647,778,459,319,870,403,100,303,0,647,8120,7293,7163,3515,2213,1435,131,827,
Goa,139,1104,970,475,442,33,495,134,72,62,0,358,6970,6128,5995,2886,2664,445,132,842,
Goa,162,32,26,26,24,2,0,6,3,3,0,8,71,67,67,46,14,7,0,4,
Goa,170,3008,2476,866,729,137,1611,525,151,374,8,917,11554,10786,10560,5075,3799,1686,226,768,
Goa,181,851,460,223,189,34,237,392,76,316,0,260,4678,4400,4313,1111,1685,1517,88,278,
Goa,191,997,933,184,178,6,749,64,26,38,0,347,4278,3743,3561,2440,849,272,183,535,
Goa,201,1423,1034,232,223,9,802,389,55,334,0,411,9855,8138,8058,2688,3092,2278,80,1717,
Goa,202,2343,1687,1154,1129,25,534,650,200,450,7,674,20277,15960,15321,5244,7267,2810,640,4317,
Goa,210,25464,13903,6308,5200,1108,7595,11561,1387,10174,0,7841,154201,136848,129454,35101,35303,59050,7395,17353,
Goa,221,2471,2195,1054,1051,3,1141,276,34,242,0,866,15452,13140,13099,8816,2410,1873,41,2312,
Goa,222,4609,3427,826,701,125,2602,1182,267,915,0,1458,16459,14649,14180,6719,4691,2770,469,1810,
Goa,239,1393,1052,533,532,1,519,331,80,251,10,421,5386,5016,4932,2397,955,1580,84,370,
Goa,241,3906,3422,919,837,82,2503,477,193,284,7,1318,15953,15017,14652,10108,2856,1688,365,936,
Goa,242,1318,1098,493,392,101,605,220,65,155,0,398,3616,3253,3119,2008,861,250,135,363,
Goa,251,35,14,11,11,0,4,21,12,9,0,10,71,62,61,14,32,15,1,9,
Goa,259,2210,1702,436,361,75,1267,509,154,355,0,672,6877,6301,6138,3693,1564,881,163,576,
Goa,261,1049,858,293,212,81,565,191,53,138,0,317,4686,4215,4169,2426,1043,700,47,471,
Goa,262,1783,1499,729,590,139,770,284,82,202,0,530,7654,7104,6971,4205,1396,1370,133,550,
Goa,263,3930,3329,450,426,24,2879,601,136,465,0,1220,27463,24027,23745,6622,12091,5032,282,3436,
Goa,265,1212,675,426,388,38,249,537,94,443,0,357,5141,4742,4599,1516,971,2112,144,399,
Goa,271,2426,1962,563,517,46,1400,465,168,297,0,743,11123,9617,9460,4965,2840,1655,157,1506,
Goa,273,1222,963,366,341,25,597,258,105,153,1,377,6217,5731,5583,2545,2036,1002,149,486,
Goa,275,2056,1608,402,273,129,1207,448,83,365,0,719,17345,14771,14623,4150,6706,3767,148,2574,
Goa,279,412,313,178,131,47,135,99,37,62,0,125,1292,1145,1095,597,351,147,48,147,
Goa,281,2506,1772,801,746,55,971,734,159,575,0,755,15102,13596,12681,4667,3648,4366,915,1506,
Goa,282,1240,784,398,388,10,387,456,130,326,0,356,11095,9836,9468,2346,3606,3516,368,1259,
Goa,292,907,634,330,313,17,304,273,43,230,0,226,4891,4069,3898,2191,700,1007,171,822,
Goa,293,170,134,122,104,18,12,35,8,27,1,51,478,438,429,288,63,78,10,40,
Goa,301,1079,874,79,72,7,795,205,119,86,0,328,4103,3899,3835,2094,905,836,64,204,
Goa,303,403,283,213,198,15,70,120,44,76,0,120,2117,1893,1822,703,655,464,71,224,
Goa,310,74,57,57,56,1,0,15,5,10,2,21,164,147,145,110,20,15,1,17,
Goa,325,783,677,529,446,83,148,106,42,64,0,242,2066,1841,1793,1500,195,98,48,225,
Goa,329,3555,3163,391,313,78,2772,392,94,298,0,1152,9540,9106,8985,6049,1724,1212,120,434,
Goa,Other,77,70,69,65,4,1,7,3,4,0,24,205,180,173,137,25,11,7,25,
Gujarat,All,2162690,1655897,1035854,959223,76631,620043,501721,252654,249067,5072,669517,7973673,7250551,6994840,3192202,2917901,884737,255711,723122,
Gujarat,16,9612,7075,4989,4694,295,2087,2414,1169,1245,122,2560,19799,18656,17807,10259,5166,2382,848,1143,
Gujarat,89,4306,3704,616,592,24,3088,587,273,314,15,1203,9877,9078,8865,4905,3220,740,212,799,
Gujarat,102,8954,6915,5957,3632,2325,958,1991,820,1171,48,2543,19863,18786,18108,9258,6083,2767,678,1077,
Gujarat,103,9819,7433,5500,3916,1584,1933,2336,1065,1271,50,3019,26648,25093,24282,11204,9841,3237,811,1555,
Gujarat,104,12214,8878,4582,4558,24,4295,3318,1989,1329,19,3653,40783,37876,36383,14480,18027,3876,1493,2907,
Gujarat,105,27761,19685,8359,7999,360,11326,8038,3673,4365,39,9359,132730,111307,104815,39455,47323,18037,6492,21423,
Gujarat,106,15008,10790,5525,5156,369,5266,4104,2096,2008,114,4511,43890,41286,40086,16156,18795,5135,1200,2604,
Gujarat,107,54517,42026,25991,21150,4841,16035,12220,5127,7093,271,16801,170283,156347,148769,67088,60379,21302,7579,13936,
Gujarat,108,4219,3436,1262,1246,16,2174,783,354,429,0,1376,12024,10547,10037,5535,3246,1256,511,1477,
Gujarat,110,3725,2951,1310,1266,44,1641,730,296,434,44,1129,15721,14098,13966,6130,6200,1636,132,1623,
Gujarat,120,4388,3652,1570,1550,20,2082,701,426,275,35,1319,14000,12653,12093,5186,6032,875,560,1347,
Gujarat,131,281578,233239,194361,184669,9692,38878,48084,25483,22601,255,86375,715103,684084,668926,419739,189136,60051,15159,31019,
Gujarat,139,67621,58136,41080,35716,5364,17056,9441,4734,4707,44,21034,167565,156680,152292,92119,47700,12473,4388,10885,
Gujarat,141,32876,28180,23857,15224,8633,4322,4640,2170,2470,55,10088,72290,68957,66085,43832,16271,5982,2872,3333,
Gujarat,143,628,502,376,250,126,126,124,57,67,2,193,1370,1255,1207,695,387,125,48,115,
Gujarat,151,923,771,548,462,86,224,148,84,64,4,275,1850,1771,1712,1104,479,129,59,79,
Gujarat,152,2828,2277,1633,1531,102,644,549,177,372,2,862,6954,6578,6303,3784,1543,976,275,376,
Gujarat,161,1270,1008,989,989,0,19,197,124,73,66,359,2338,2221,2168,1657,412,99,53,117,
Gujarat,162,10393,7550,5106,4965,141,2445,2611,1385,1226,231,3045,29038,27660,26691,11711,11316,3664,969,1378,
Gujarat,170,50633,40312,26466,24578,1888,13846,10068,5166,4902,253,15768,157889,147290,142484,70799,57547,14138,4805,10599,
Gujarat,181,7985,4926,3792,3681,111,1134,3000,1253,1747,59,2472,31786,29879,28605,10090,12289,6226,1273,1907,
Gujarat,191,3152,2695,670,630,40,2025,363,194,169,94,858,11057,10252,9857,3925,5480,452,394,805,
Gujarat,192,24009,16273,2167,2148,19,14106,7684,6780,904,53,8025,254578,213346,211509,33028,171427,7054,1837,41232,
Gujarat,201,169167,124698,54111,53142,969,70587,44223,26897,17326,246,54381,908918,783830,753056,288622,382674,81760,30774,125088,
Gujarat,202,99068,71910,32364,30783,1581,39547,26954,12938,14016,203,31326,399686,358236,345291,138662,155999,50630,12944,41450,
Gujarat,203,28341,23144,18605,17741,864,4539,5194,3297,1897,2,9000,94970,87167,83050,47958,29788,5304,4116,7803,
Gujarat,210,155359,99068,51924,45716,6208,47144,56236,28328,27908,55,48977,835944,757243,727227,221709,374100,131418,30016,78701,
Gujarat,221,29604,23566,12481,11838,643,11084,6016,3910,2106,22,9697,120637,105843,100887,47030,45800,8057,4955,14794,
Gujarat,222,109934,87246,51863,48607,3256,35384,22344,10582,11762,344,33843,324610,301622,291763,141264,110852,39647,9859,22988,
Gujarat,231,18198,13550,7172,6943,229,6378,4586,2203,2383,62,5569,74150,67083,64922,27352,27743,9827,2161,7067,
Gujarat,239,131353,103463,67811,61884,5927,35652,27291,12337,14954,599,39452,388167,366846,358397,189324,113827,55246,8450,21321,
Gujarat,241,60356,47446,19241,19045,196,28205,12838,6604,6234,71,19637,212723,194333,188852,92097,76099,20656,5481,18390,
Gujarat,242,15850,12522,7945,7500,445,4577,3286,2031,1255,42,4892,66001,59634,58450,24848,28829,4773,1185,6367,
Gujarat,243,63417,50231,30228,29448,780,20003,12954,7163,5791,232,19633,187500,172056,163220,81030,66250,15940,8835,15444,
Gujarat,251,39351,30325,12731,12474,257,17594,8942,3650,5292,85,12186,132773,118232,114977,54755,42909,17313,3255,14541,
Gujarat,259,62510,49923,32467,29773,2694,17456,12116,5989,6127,471,19104,171178,156655,149512,85381,47902,16229,7144,14523,
Gujarat,261,3981,3328,1304,1246,58,2024,648,291,357,5,1189,11445,10599,10293,6282,2945,1066,305,846,
Gujarat,263,172,145,130,120,10,15,26,14,12,1,53,326,281,262,190,46,26,19,45,
Gujarat,264,673,543,338,326,12,205,130,70,60,0,210,1912,1852,1726,1080,547,99,126,60,
Gujarat,265,10301,7297,4660,2990,1670,2638,2981,1438,1543,23,3184,49888,40047,38758,12290,19536,6932,1290,9841,
Gujarat,266,638,469,334,315,19,135,169,86,83,0,201,4421,4091,3842,715,2481,646,248,330,
Gujarat,267,78,59,59,53,6,0,18,11,7,1,22,140,135,130,71,51,8,4,5,
Gujarat,271,24300,17805,8236,8032,204,9570,6480,3109,3371,15,7460,88463,81377,79156,35838,32797,10521,2221,7086,
Gujarat,272,2113,1623,1227,1147,80,396,489,276,213,1,642,9848,8181,7869,3167,3533,1169,312,1667,
Gujarat,273,16057,13300,6042,5476,566,7258,2717,1186,1531,40,4915,52391,46583,45278,24851,15917,4510,1306,5808,
Gujarat,274,7902,6451,4474,2846,1628,1977,1442,889,553,9,2403,23340,20855,19924,10497,7629,1798,931,2485,
Gujarat,275,9828,7663,6375,5713,662,1288,2161,853,1308,4,2996,28520,26801,26144,13428,9078,3638,657,1719,
Gujarat,279,7774,5763,3430,3194,236,2334,1971,1038,933,40,2362,25589,23328,22640,9705,10104,2831,688,2261,
Gujarat,281,100129,73059,41026,39594,1432,32033,26812,13353,13459,259,30072,431508,392506,373797,136108,178574,59115,18710,39002,
Gujarat,282,74490,50215,29941,29441,500,20274,24106,9605,14501,169,22664,309537,280035,270609,96981,113105,60523,9425,29502,
Gujarat,291,18800,13541,9156,9113,43,4385,5259,1356,3903,0,5555,108790,94032,90554,29611,46889,14054,3479,14758,
Gujarat,292,2504,1956,351,349,2,1605,539,281,258,9,748,8297,7809,7473,2932,3638,903,336,488,
Gujarat,293,33333,27284,10039,9738,301,17245,6048,2812,3236,1,10044,111442,100246,97839,48035,37598,12206,2407,11196,
Gujarat,301,1532,1346,482,482,0,864,186,72,114,0,483,5225,4979,4867,3480,963,424,113,246,
Gujarat,302,5940,3646,2067,2067,0,1579,2294,444,1850,0,1834,39349,34614,31039,16396,6379,8264,3575,4735,
Gujarat,309,4447,3845,1927,1820,107,1918,599,353,246,3,1323,12350,10893,10478,6379,3473,626,415,1457,
Gujarat,310,5269,3805,2766,2594,172,1039,1407,631,776,57,1578,12506,11794,11403,5996,3515,1892,391,712,
Gujarat,321,127405,100994,93690,91067,2623,7303,26404,13457,12947,7,39037,473285,450478,436946,296397,109219,31330,13533,22807,
Gujarat,323,351,315,173,132,41,142,36,20,16,0,107,684,612,607,396,139,72,5,72,
Gujarat,324,1032,819,347,232,115,472,212,110,102,1,337,2910,2677,2540,1275,1042,223,137,233,
Gujarat,325,14815,10889,7308,6292,1016,3581,3924,1723,2201,1,4583,58045,53766,49015,19049,21708,8258,4752,4279,
Gujarat,329,17261,14597,12910,8044,4866,1687,2662,1410,1252,2,5156,46796,43277,41973,23406,15709,2858,1304,3519,
Gujarat,331,2219,1648,886,886,0,762,552,284,268,20,672,7845,7060,6873,4137,2102,634,189,785,
Gujarat,382,2239,1772,645,630,15,1127,467,268,199,0,722,8676,8104,7843,3527,3332,984,262,572,
Gujarat,383,8308,6553,5896,5896,0,657,1755,713,1042,0,2547,19869,17885,16539,8749,6136,1654,1345,1984,
Gujarat,581,1300,664,398,398,0,266,636,144,492,0,403,6355,5741,5304,1743,1336,2225,437,614,
Gujarat,Other,36576,24995,13587,13491,96,11408,11483,5533,5950,98,11492,139227,125432,120465,47322,57305,15838,4967,13795,
Haryana,All,1105726,888115,428832,404829,24003,459284,214913,103586,111327,2699,328806,4312340,3896320,3784487,1633390,1640524,510573,111833,416020,
Haryana,16,2345,1550,221,220,1,1329,764,344,420,32,552,4870,4538,4359,1720,1802,837,179,332,
Haryana,101,2709,1952,1193,1159,34,759,757,468,289,0,821,9670,8887,8231,3248,4245,738,655,783,
Haryana,103,3447,2669,1354,1270,84,1315,776,223,553,3,1102,9037,8617,8397,4174,2603,1620,221,420,
Haryana,104,3509,2445,894,887,7,1551,1047,340,707,18,1051,7599,7356,7260,3419,2015,1826,96,243,
Haryana,105,8701,6809,1667,1658,9,5142,1882,736,1146,11,2709,28868,26083,25554,11579,9600,4375,529,2785,
Haryana,106,31325,25453,5432,5432,0,20021,5539,1936,3603,333,8566,62565,58804,58089,33156,14520,10413,714,3761,
Haryana,107,26888,20361,12584,11562,1022,7778,6504,2503,4001,22,8158,111333,95699,92724,39687,33434,19603,2975,15634,
Haryana,108,2978,2108,888,852,36,1220,866,180,686,4,908,7413,6956,6850,2987,1712,2151,106,457,
Haryana,110,8871,6972,2624,2604,20,4348,1829,830,999,70,2689,32055,29572,28837,12749,11871,4217,735,2483,
Haryana,120,1047,823,503,486,17,320,223,104,119,1,314,2985,2605,2480,1241,817,422,124,380,
Haryana,131,26220,22103,15484,13724,1760,6619,3812,1719,2093,304,7912,61434,57461,54498,36012,12924,5562,2963,3973,
Haryana,139,75856,63959,36045,33488,2557,27914,11660,5357,6303,237,22935,187576,177244,173099,105650,48284,19165,4144,10332,
Haryana,141,91594,78833,58148,50114,8034,20685,12746,6402,6344,16,27664,290933,267727,258544,137196,88702,32646,9183,23206,
Haryana,143,1288,1043,794,692,102,249,245,134,111,0,391,3924,3683,3547,1787,1364,396,136,241,
Haryana,151,6238,4953,4542,4330,212,411,1282,735,547,3,1877,27298,24914,24004,7967,13307,2730,910,2384,
Haryana,152,39435,33340,19840,18863,977,13500,6084,3172,2912,11,11874,95037,85542,83504,53187,21494,8823,2038,9495,
Haryana,161,302,176,136,135,1,40,86,29,57,40,75,348,319,313,196,43,74,5,29,
Haryana,162,8881,6924,5826,5784,42,1099,1899,975,924,58,2653,18872,17583,17159,9158,6114,1887,425,1289,
Haryana,170,17259,13347,8893,8727,166,4454,3827,1646,2181,85,5256,52346,48430,46665,23222,15196,8247,1764,3916,
Haryana,181,10153,8167,6077,5666,411,2090,1982,1028,954,4,3075,33494,30645,29907,14907,11049,3951,738,2849,
Haryana,192,7221,5698,1529,1526,3,4169,1494,798,696,30,2544,65174,50067,43982,16418,16690,10874,6084,15107,
Haryana,201,9585,6782,3711,3672,39,3071,2761,1355,1406,42,2912,44282,39826,38964,14570,16365,8029,862,4456,
